Start Time: 09-01-2023 09:47:21
End Time: 09-01-2023 12:33:51
Data Number: 3755
T1 (°C) Max: 110.3 09-01-2023 11:34:53	 Min: 17.9 09-01-2023 09:48:09	 Avg: 44.33
T2 (°C) Max: 60.7 09-01-2023 12:24:11	 Min: 21.3 09-01-2023 09:47:23	 Avg: 42.51
T3 (°C) Max: 37.9 09-01-2023 12:24:11	 Min: 21.1 09-01-2023 09:47:31	 Avg: 29.94
T4 (°C) Max: 0 	 Min: 0 	 Avg: 0.00
""
Record Time,T1 (°C),T2 (°C),T3 (°C),T4 (°C)
"09-01-2023 10:11:47","33.4","34.6","26.7",""
"09-01-2023 10:11:49","33.3","34.5","26.7",""
"09-01-2023 10:11:51","33.3","34.4","26.6",""
"09-01-2023 10:11:53","33.3","34.3","26.6",""
"09-01-2023 10:11:55","33.3","34.4","26.6",""
"09-01-2023 10:11:57","33.3","34.3","26.6",""
"09-01-2023 10:11:59","33.3","34.3","26.6",""
"09-01-2023 10:12:01","33.3","34.3","26.6",""
"09-01-2023 10:12:03","33.3","34.3","26.6",""
"09-01-2023 10:12:05","33.3","34.3","26.6",""
"09-01-2023 10:12:07","33.1","34.3","26.7",""
"09-01-2023 10:12:09","33.1","34.3","26.7",""
"09-01-2023 10:12:11","33.1","34.3","26.7",""
"09-01-2023 10:12:13","33.1","34.3","26.6",""
"09-01-2023 10:12:15","33.1","34.2","26.6",""
"09-01-2023 10:12:17","33.1","34.3","26.7",""
"09-01-2023 10:12:19","33.1","34.2","26.6",""
"09-01-2023 10:12:21","33.1","34.2","26.7",""
"09-01-2023 10:12:23","33.1","34.2","26.6",""
"09-01-2023 10:12:25","33.1","34.2","26.6",""
"09-01-2023 10:12:27","33.1","34.1","26.6",""
"09-01-2023 10:12:29","33.1","34.1","26.6",""
"09-01-2023 10:12:31","33.1","34.1","26.6",""
"09-01-2023 10:12:33","33.1","34.1","26.6",""
"09-01-2023 10:12:35","33.0","33.9","26.6",""
"09-01-2023 10:12:37","33.1","33.9","26.6",""
"09-01-2023 10:12:39","33.0","33.9","26.5",""
"09-01-2023 10:12:41","33.0","33.9","26.5",""
"09-01-2023 10:12:43","33.0","33.9","26.5",""
"09-01-2023 10:12:45","33.0","34","26.7",""
"09-01-2023 10:12:47","33.0","34","26.7",""
"09-01-2023 10:12:49","33.0","33.9","26.6",""
"09-01-2023 10:12:51","32.8","33.9","26.6",""
"09-01-2023 10:12:53","32.7","33.9","26.6",""
"09-01-2023 10:12:55","32.7","33.8","26.6",""
"09-01-2023 10:12:57","32.7","33.8","26.6",""
"09-01-2023 10:12:59","32.7","33.8","26.5",""
"09-01-2023 10:13:01","32.7","33.7","26.5",""
"09-01-2023 10:13:03","32.7","33.7","26.5",""
"09-01-2023 10:13:05","32.6","33.7","26.4",""
"09-01-2023 10:13:07","32.5","33.7","26.4",""
"09-01-2023 10:13:09","32.5","33.5","26.4",""
"09-01-2023 10:13:11","32.9","33.5","26.4",""
"09-01-2023 10:13:13","32.7","33.5","26.4",""
"09-01-2023 10:13:15","32.7","33.6","26.4",""
"09-01-2023 10:13:17","32.7","33.6","26.6",""
"09-01-2023 10:13:19","32.6","33.5","26.3",""
"09-01-2023 10:13:21","32.6","33.6","26.4",""
"09-01-2023 10:13:23","32.6","33.6","26.4",""
"09-01-2023 10:13:25","32.6","33.5","26.4",""
"09-01-2023 10:13:27","32.2","33.5","26.4",""
"09-01-2023 10:13:29","32.2","33.5","26.4",""
"09-01-2023 10:13:31","32.2","33.3","26.2",""
"09-01-2023 10:13:33","32.3","33.4","26.3",""
"09-01-2023 10:13:35","32.3","33.2","26.1",""
"09-01-2023 10:13:37","32.3","33.2","26.2",""
"09-01-2023 10:13:39","32.5","33.2","26.2",""
"09-01-2023 10:13:41","32.5","33.2","26.2",""
"09-01-2023 10:13:43","32.3","33.2","26.2",""
"09-01-2023 10:13:45","32.3","33.2","26.2",""
"09-01-2023 10:13:47","32.3","33.2","26.2",""
"09-01-2023 10:13:49","32.3","33.2","26.2",""
"09-01-2023 10:13:51","32.3","33.2","26.2",""
"09-01-2023 10:13:53","32.3","33.2","26.2",""
"09-01-2023 10:13:55","32.3","33","26.1",""
"09-01-2023 10:13:57","32.3","33.1","26.1",""
"09-01-2023 10:13:59","32.3","33.1","26.3",""
"09-01-2023 10:14:01","32.3","33.1","26.2",""
"09-01-2023 10:14:03","32.3","33.1","26.2",""
"09-01-2023 10:14:05","32.2","33","26.2",""
"09-01-2023 10:14:07","32.1","33.1","26.2",""
"09-01-2023 10:14:09","32.0","33","26.2",""
"09-01-2023 10:14:11","32.1","33","26.2",""
"09-01-2023 10:14:13","32.0","33","26.2",""
"09-01-2023 10:14:15","32.0","33","26.2",""
"09-01-2023 10:14:17","32.0","33","26.1",""
"09-01-2023 10:14:19","31.8","33","26.1",""
"09-01-2023 10:14:21","31.8","32.9","26.1",""
"09-01-2023 10:14:23","32.0","32.9","26.1",""
"09-01-2023 10:14:25","32.0","32.9","26.1",""
"09-01-2023 10:14:27","32.0","32.9","26.1",""
"09-01-2023 10:14:29","32.0","32.9","26.1",""
"09-01-2023 10:14:31","31.9","32.8","26.1",""
"09-01-2023 10:14:33","31.7","32.9","26.1",""
"09-01-2023 10:14:35","31.7","32.6","25.6",""
"09-01-2023 10:14:37","31.7","32.6","25.9",""
"09-01-2023 10:14:39","31.7","32.6","25.9",""
"09-01-2023 10:14:41","31.7","32.6","25.9",""
"09-01-2023 10:14:43","31.7","32.6","25.9",""
"09-01-2023 10:14:45","31.7","32.6","26",""
"09-01-2023 10:14:47","31.7","32.6","26",""
"09-01-2023 10:14:49","31.6","32.6","26",""
"09-01-2023 10:14:51","31.6","32.6","26",""
"09-01-2023 10:14:53","31.6","32.6","26",""
"09-01-2023 10:14:55","31.6","32.6","26",""
"09-01-2023 10:14:57","31.6","32.6","26",""
"09-01-2023 10:14:59","31.5","32.6","26",""
"09-01-2023 10:15:01","31.6","32.6","26",""
"09-01-2023 10:15:03","31.6","32.5","26",""
"09-01-2023 10:15:05","31.6","32.5","26",""
"09-01-2023 10:15:07","31.6","32.5","26",""
"09-01-2023 10:15:09","31.6","32.5","26",""
"09-01-2023 10:15:11","31.6","32.5","26",""
"09-01-2023 10:15:13","31.6","32.5","26",""
"09-01-2023 10:15:15","31.6","32.5","26",""
"09-01-2023 10:15:17","31.4","32.3","25.9",""
"09-01-2023 10:15:19","31.4","32.3","25.8",""
"09-01-2023 10:15:21","31.5","32.3","25.8",""
"09-01-2023 10:15:23","31.5","32.4","26",""
"09-01-2023 10:15:25","31.5","32.4","26",""
"09-01-2023 10:15:27","31.5","32.3","26",""
"09-01-2023 10:15:29","31.4","32.3","25.9",""
"09-01-2023 10:15:31","31.3","32.3","26",""
"09-01-2023 10:15:33","31.3","32.3","25.9",""
"09-01-2023 10:15:35","31.3","32.2","25.9",""
"09-01-2023 10:15:37","31.4","32.3","25.9",""
"09-01-2023 10:15:39","31.2","32.2","25.9",""
"09-01-2023 10:15:41","31.2","32.2","25.9",""
"09-01-2023 10:15:43","31.2","32.1","25.8",""
"09-01-2023 10:15:45","31.2","32.1","25.8",""
"09-01-2023 10:15:47","31.2","32.1","25.8",""
"09-01-2023 10:15:49","31.2","32.1","25.8",""
"09-01-2023 10:15:51","31.1","32.2","25.9",""
"09-01-2023 10:15:53","31.2","32.1","25.8",""
"09-01-2023 10:15:55","31.1","32.1","25.8",""
"09-01-2023 10:15:57","31.0","32.1","25.8",""
"09-01-2023 10:15:59","31.0","32","25.8",""
"09-01-2023 10:16:01","31.1","32","25.8",""
"09-01-2023 10:16:03","31.1","32","25.8",""
"09-01-2023 10:16:05","31.1","32","25.8",""
"09-01-2023 10:16:07","31.1","32","25.8",""
